followers_count,following_count,tweet_count,days_antiquity,description_length,username_digits,class
7.0,13.0,312.0,4360.0,,3.0,0
129.0,166.0,3043.0,4360.0,16.0,1.0,0
6.0,188.0,2093.0,4356.0,,1.0,0
27.0,7.0,1713.0,2903.0,,2.0,0
109.0,598.0,3446.0,2903.0,134.0,0.0,0
0.0,202.0,37.0,2902.0,,1.0,0
1638.0,5001.0,84494.0,4354.0,114.0,0.0,0
26.0,77.0,385.0,4354.0,156.0,0.0,0
487.0,1792.0,25453.0,5262.0,17.0,2.0,0
84.0,504.0,1372.0,4353.0,,1.0,0
21.0,265.0,8761.0,4352.0,,1.0,0
117.0,49.0,31176.0,4352.0,,4.0,0
26.0,136.0,1015.0,4351.0,,0.0,0
262.0,233.0,22667.0,4351.0,26.0,1.0,0
253.0,274.0,24632.0,2897.0,,8.0,0
355.0,443.0,39124.0,4349.0,45.0,2.0,0
238.0,322.0,8623.0,5260.0,18.0,0.0,0
196.0,335.0,840.0,5260.0,2.0,2.0,0
2.0,24.0,215.0,2894.0,,2.0,0
12.0,275.0,940.0,4347.0,,3.0,0
77.0,274.0,656.0,4346.0,153.0,0.0,0
84.0,178.0,4681.0,4346.0,,0.0,0
5.0,64.0,341.0,4346.0,155.0,2.0,0
528.0,137.0,40351.0,4345.0,43.0,0.0,0
33.0,453.0,1865.0,2891.0,,0.0,0
43.0,47.0,1095.0,4344.0,32.0,0.0,0
258.0,90.0,10845.0,4344.0,155.0,0.0,0
53.0,128.0,823.0,4343.0,83.0,0.0,0
30.0,55.0,14957.0,4343.0,6.0,2.0,0
8612.0,5417.0,200111.0,5258.0,152.0,0.0,0
42.0,332.0,2840.0,4342.0,56.0,0.0,0
62.0,353.0,1099.0,4340.0,115.0,2.0,0
26.0,100.0,296.0,4340.0,2.0,4.0,0
59.0,150.0,5405.0,4338.0,114.0,4.0,0
212.0,1554.0,3135.0,5256.0,63.0,2.0,0
31.0,353.0,200.0,2884.0,,8.0,0
41.0,394.0,1152.0,2883.0,,0.0,0
67.0,173.0,182.0,4336.0,53.0,0.0,0
284.0,230.0,137277.0,4335.0,,0.0,0
11.0,85.0,744.0,2882.0,,0.0,0
22.0,182.0,834.0,4333.0,,2.0,0
319.0,971.0,14580.0,4333.0,80.0,0.0,0
45.0,50.0,72.0,4331.0,94.0,0.0,0
483.0,797.0,69918.0,4331.0,118.0,2.0,0
85.0,436.0,5979.0,4331.0,45.0,0.0,0
568.0,2196.0,98082.0,4329.0,57.0,0.0,0
31.0,36.0,8430.0,4328.0,,0.0,0
7.0,114.0,1249.0,2875.0,68.0,5.0,0
13.0,101.0,11.0,2873.0,,0.0,0
15.0,431.0,486.0,2873.0,,1.0,0
426.0,458.0,1324.0,4322.0,5.0,0.0,0
842.0,3372.0,33124.0,4321.0,122.0,2.0,0
77.0,437.0,6925.0,2870.0,,5.0,0
599.0,2058.0,13342.0,4318.0,159.0,0.0,0
387.0,328.0,6126.0,2868.0,156.0,0.0,0
0.0,13.0,5.0,4315.0,8.0,0.0,0
45.0,237.0,1691.0,4314.0,132.0,1.0,0
4.0,114.0,2165.0,4314.0,,2.0,0
407.0,404.0,48232.0,4313.0,96.0,0.0,0
19.0,84.0,934.0,4312.0,17.0,0.0,0
666.0,2029.0,15762.0,4311.0,91.0,0.0,0
70.0,538.0,5429.0,4311.0,44.0,0.0,0
15.0,48.0,906.0,4311.0,,2.0,0
159.0,402.0,803.0,4309.0,,0.0,0
124.0,513.0,1433.0,5246.0,,4.0,0
203.0,420.0,12749.0,4309.0,23.0,0.0,0
188.0,372.0,41088.0,4309.0,51.0,0.0,0
455.0,719.0,7634.0,4308.0,73.0,0.0,0
85.0,202.0,24221.0,2859.0,154.0,0.0,0
249.0,1967.0,16904.0,4306.0,86.0,4.0,0
30.0,90.0,2480.0,4305.0,,0.0,0
23.0,86.0,3990.0,4304.0,15.0,0.0,0
54.0,217.0,3166.0,4304.0,151.0,0.0,0
66.0,967.0,1515.0,4303.0,,4.0,0
3210.0,605.0,88383.0,4302.0,160.0,0.0,0
72.0,297.0,2293.0,4301.0,93.0,0.0,0
45.0,472.0,3303.0,2862.0,,2.0,0
28.0,65.0,2481.0,2862.0,55.0,8.0,0
438.0,1349.0,21758.0,5242.0,52.0,0.0,0
241.0,740.0,42603.0,4300.0,,2.0,0
114.0,589.0,4355.0,4300.0,16.0,0.0,0
310.0,2243.0,9233.0,4300.0,82.0,2.0,0
206.0,414.0,3210.0,4299.0,114.0,0.0,0
242.0,47.0,19278.0,4299.0,86.0,0.0,0
116.0,916.0,1408.0,4297.0,8.0,2.0,0
210.0,82.0,23199.0,4297.0,82.0,2.0,0
393.0,405.0,6786.0,2851.0,100.0,0.0,0
242.0,576.0,1048.0,4296.0,144.0,0.0,0
179.0,373.0,5559.0,4295.0,38.0,2.0,0
120.0,477.0,3583.0,2850.0,45.0,3.0,0
780.0,1111.0,6886.0,4294.0,56.0,2.0,0
79.0,1308.0,2695.0,2849.0,13.0,0.0,0
53.0,72.0,8178.0,4292.0,,0.0,0
236.0,356.0,3345.0,4291.0,74.0,0.0,0
84.0,256.0,10132.0,4291.0,,4.0,0
84.0,902.0,550.0,5238.0,,0.0,0
2.0,55.0,32.0,4288.0,,0.0,0
19.0,154.0,1132.0,2845.0,155.0,1.0,0
37.0,190.0,3193.0,2845.0,,3.0,0
8.0,41.0,45.0,4287.0,,3.0,0
198.0,119.0,48230.0,4285.0,148.0,1.0,0
26.0,316.0,180.0,2841.0,87.0,0.0,0
20.0,108.0,3420.0,4284.0,55.0,0.0,0
32.0,210.0,944.0,2839.0,50.0,4.0,0
204.0,861.0,9005.0,4281.0,,9.0,0
44.0,497.0,3666.0,4281.0,,2.0,0
300.0,235.0,7769.0,4281.0,22.0,0.0,0
116.0,430.0,12825.0,4279.0,63.0,3.0,0
255.0,729.0,20301.0,4278.0,155.0,0.0,0
289.0,559.0,3943.0,2835.0,152.0,0.0,0
34.0,43.0,543.0,4278.0,,2.0,0
72.0,244.0,2162.0,4277.0,47.0,1.0,0
518.0,971.0,13423.0,2833.0,91.0,2.0,0
477.0,441.0,26029.0,4276.0,103.0,0.0,0
195.0,1191.0,1669.0,4275.0,74.0,0.0,0
58.0,643.0,2001.0,4275.0,,0.0,0
3920.0,638.0,19503.0,4274.0,,0.0,0
803.0,789.0,13513.0,4274.0,143.0,0.0,0
568.0,1183.0,16953.0,5233.0,42.0,0.0,0
15.0,23.0,250.0,4273.0,,0.0,0
509.0,2955.0,14031.0,5233.0,,2.0,0
129.0,650.0,2340.0,4271.0,68.0,0.0,0
816.0,1661.0,153564.0,5232.0,147.0,2.0,0
24.0,144.0,816.0,4270.0,88.0,0.0,0
1.0,15.0,2.0,2822.0,,0.0,0
59.0,22.0,1400.0,2821.0,109.0,6.0,0
1001.0,916.0,11189.0,4270.0,105.0,0.0,0
53.0,370.0,103.0,4270.0,,0.0,0
29.0,735.0,16.0,4270.0,,1.0,0
424.0,443.0,1400.0,2820.0,158.0,0.0,0
173.0,872.0,13117.0,4270.0,89.0,2.0,0
7.0,82.0,4700.0,4269.0,,0.0,0
54.0,333.0,1328.0,2815.0,16.0,0.0,0
383.0,368.0,45151.0,4268.0,121.0,0.0,0
72.0,107.0,7490.0,2814.0,35.0,0.0,0
24.0,68.0,280.0,4267.0,,3.0,0
746.0,559.0,87818.0,4266.0,45.0,4.0,0
17.0,71.0,82.0,2810.0,100.0,1.0,0
64.0,113.0,2579.0,4266.0,59.0,3.0,0
82.0,268.0,6213.0,2808.0,71.0,1.0,0
1.0,42.0,21.0,2807.0,,0.0,0
9.0,48.0,1396.0,2807.0,139.0,0.0,0
147.0,351.0,26484.0,4264.0,,0.0,0
688.0,2221.0,12274.0,4264.0,111.0,2.0,0
23.0,115.0,307.0,2802.0,,4.0,0
49.0,142.0,901.0,4263.0,,4.0,0
53.0,29.0,1212.0,5230.0,,0.0,0
1163.0,318.0,11672.0,2798.0,143.0,0.0,0
78.0,263.0,2107.0,4260.0,106.0,0.0,0
493.0,235.0,136426.0,4260.0,33.0,3.0,0
297.0,675.0,8100.0,4259.0,36.0,4.0,0
60.0,342.0,2239.0,4259.0,22.0,0.0,0
1471.0,1712.0,261332.0,4258.0,1.0,0.0,0
269.0,710.0,4648.0,4255.0,25.0,0.0,0
4.0,37.0,51.0,4253.0,,1.0,0
6316.0,1465.0,10481.0,4253.0,71.0,2.0,0
8.0,80.0,388.0,4253.0,,3.0,0
157.0,335.0,8216.0,4252.0,70.0,0.0,0
334.0,667.0,3762.0,4252.0,,0.0,0
334.0,2589.0,3650.0,4251.0,,0.0,0
31.0,145.0,1449.0,4249.0,94.0,0.0,0
469.0,626.0,34227.0,4249.0,137.0,0.0,0
1040.0,715.0,91102.0,4248.0,61.0,0.0,0
407.0,3443.0,31157.0,4248.0,,0.0,0
49.0,132.0,2010.0,4247.0,159.0,0.0,0
196.0,862.0,5677.0,4247.0,,0.0,0
368.0,502.0,5515.0,4247.0,,2.0,0
270.0,1926.0,15174.0,5225.0,54.0,0.0,0
163.0,630.0,35504.0,4246.0,,4.0,0
367.0,1036.0,16883.0,4246.0,45.0,4.0,0
419.0,515.0,7262.0,5225.0,146.0,0.0,0
159.0,667.0,3420.0,5224.0,106.0,0.0,0
12.0,160.0,170.0,4243.0,,0.0,0
82.0,197.0,15306.0,4243.0,68.0,0.0,0
2141.0,2045.0,13711.0,4243.0,71.0,0.0,0
78.0,848.0,1705.0,4242.0,45.0,1.0,0
4287.0,776.0,78974.0,4241.0,123.0,0.0,0
347.0,907.0,4531.0,5222.0,119.0,0.0,0
82.0,475.0,10294.0,4240.0,82.0,2.0,0
18.0,167.0,1559.0,4239.0,,1.0,0
27.0,59.0,175.0,4235.0,,1.0,0
111.0,271.0,17222.0,4234.0,17.0,0.0,0
176.0,1185.0,8495.0,5221.0,75.0,6.0,0
35.0,403.0,529.0,4234.0,,0.0,0
118.0,916.0,5665.0,4232.0,112.0,0.0,0
11.0,86.0,28.0,4232.0,,1.0,0
639.0,1471.0,2592.0,4231.0,71.0,0.0,0
1115.0,1013.0,96456.0,4228.0,129.0,0.0,0
440.0,814.0,23604.0,4228.0,57.0,0.0,0
19.0,84.0,253.0,4228.0,,3.0,0
521.0,984.0,50308.0,4227.0,143.0,0.0,0
889.0,1376.0,41414.0,5218.0,48.0,0.0,0
549.0,1079.0,27595.0,4226.0,96.0,8.0,0
105.0,685.0,960.0,5217.0,,0.0,0
218.0,401.0,31804.0,5217.0,,0.0,0
275.0,571.0,223523.0,5216.0,,3.0,0
9.0,54.0,342.0,4220.0,,8.0,0
44.0,195.0,1890.0,4219.0,68.0,4.0,0
113.0,697.0,599.0,4218.0,3.0,0.0,0
166.0,265.0,3160.0,5215.0,75.0,4.0,0
156.0,140.0,5700.0,4217.0,74.0,1.0,0
110.0,313.0,17767.0,5215.0,,0.0,0
127.0,1207.0,3924.0,4215.0,,1.0,0
129.0,356.0,150.0,4213.0,18.0,2.0,0
169.0,1216.0,2211.0,4213.0,3.0,0.0,0
33.0,91.0,21827.0,4212.0,,2.0,0
256.0,63.0,29543.0,5213.0,30.0,0.0,0
152.0,248.0,2331.0,4208.0,17.0,0.0,0
910.0,4994.0,8455.0,4207.0,128.0,0.0,0
74.0,48.0,1720.0,4207.0,,4.0,0
217.0,2158.0,16612.0,5212.0,7.0,4.0,0
1304.0,2831.0,58999.0,4205.0,129.0,0.0,0
193.0,335.0,9984.0,4205.0,15.0,0.0,0
417.0,407.0,2972.0,4204.0,110.0,0.0,0
150.0,269.0,3445.0,4204.0,88.0,1.0,0
275.0,567.0,9775.0,6017.0,20.0,0.0,0
109.0,281.0,3507.0,4203.0,142.0,0.0,0
108.0,544.0,5172.0,5211.0,17.0,1.0,0
7.0,23.0,620.0,4199.0,,0.0,0
51.0,102.0,364.0,4199.0,,2.0,0
332.0,459.0,27823.0,4198.0,141.0,0.0,0
794.0,986.0,6883.0,5210.0,69.0,0.0,0
21.0,53.0,2497.0,4196.0,20.0,0.0,0
167.0,1489.0,2508.0,4196.0,119.0,1.0,0
1241.0,389.0,35185.0,4196.0,153.0,0.0,0
6963.0,2863.0,103939.0,4195.0,146.0,0.0,0
29.0,183.0,198.0,4191.0,,0.0,0
59.0,193.0,23766.0,4189.0,109.0,0.0,0
222.0,145.0,39751.0,4188.0,,0.0,0
12.0,120.0,238.0,4187.0,,6.0,0
65.0,177.0,1584.0,4186.0,,0.0,0
222.0,253.0,16411.0,4185.0,,0.0,0
110.0,127.0,17088.0,4183.0,93.0,0.0,0
159.0,291.0,15481.0,5206.0,,4.0,0
347.0,351.0,8936.0,4182.0,55.0,0.0,0
74.0,1521.0,3044.0,4180.0,76.0,0.0,0
13.0,71.0,1046.0,4179.0,32.0,2.0,0
5.0,17.0,603.0,4178.0,160.0,5.0,0
83.0,359.0,3536.0,4178.0,154.0,3.0,0
36.0,127.0,1597.0,4177.0,,0.0,0
35.0,128.0,1824.0,4175.0,89.0,0.0,0
354.0,625.0,17899.0,4175.0,122.0,0.0,0
41.0,147.0,141.0,4175.0,137.0,1.0,0
466.0,489.0,10567.0,4171.0,59.0,2.0,0
209.0,42.0,14195.0,4171.0,156.0,0.0,0
128.0,215.0,739.0,5202.0,43.0,0.0,0
1047.0,855.0,9603.0,4170.0,,0.0,0
1.0,20.0,255.0,4169.0,,1.0,0
604.0,660.0,1826.0,4167.0,157.0,0.0,0
280.0,2232.0,155653.0,4166.0,,2.0,0
10.0,11.0,23.0,4165.0,18.0,1.0,0
36.0,99.0,503.0,4164.0,,0.0,0
107.0,209.0,1684.0,4163.0,15.0,0.0,0
66.0,115.0,4394.0,5200.0,,0.0,0
17.0,127.0,228.0,4162.0,,0.0,0
110.0,483.0,365.0,5199.0,,2.0,0
720.0,4961.0,62290.0,5199.0,88.0,0.0,0
2.0,9.0,274.0,4160.0,,0.0,0
85.0,107.0,835.0,4159.0,,1.0,0
1613.0,1671.0,47110.0,4158.0,74.0,2.0,0
16.0,56.0,7956.0,4158.0,,0.0,0
27.0,112.0,751.0,4157.0,74.0,0.0,0
92.0,310.0,2940.0,4156.0,30.0,4.0,0
133.0,160.0,1780.0,4154.0,63.0,0.0,0
1188.0,383.0,42273.0,4152.0,72.0,0.0,0
213.0,588.0,10295.0,4152.0,,0.0,0
1017.0,575.0,203385.0,5196.0,128.0,0.0,0
482.0,511.0,47257.0,4151.0,47.0,0.0,0
7.0,37.0,1864.0,4150.0,,4.0,0
254.0,206.0,10179.0,4150.0,12.0,0.0,0
422.0,1389.0,49303.0,4148.0,158.0,2.0,0
101.0,179.0,46.0,4148.0,,0.0,0
1200.0,865.0,60204.0,4148.0,32.0,0.0,0
262.0,1001.0,1826.0,4146.0,68.0,4.0,0
23.0,127.0,760.0,4144.0,,0.0,0
182.0,161.0,6646.0,4143.0,22.0,4.0,0
8980.0,501.0,11713.0,5193.0,132.0,0.0,0
191.0,1020.0,14183.0,5193.0,123.0,3.0,0
24.0,101.0,1723.0,4137.0,92.0,0.0,0
1161.0,949.0,180309.0,4137.0,,4.0,0
102.0,1582.0,5727.0,4137.0,19.0,2.0,0
217.0,393.0,30865.0,4135.0,47.0,4.0,0
49.0,368.0,2204.0,4135.0,7.0,2.0,0
3076.0,3485.0,4848.0,4135.0,47.0,0.0,0
137.0,63.0,59701.0,4134.0,,0.0,0
55.0,190.0,341.0,4130.0,56.0,0.0,0
110.0,684.0,2641.0,4128.0,45.0,0.0,0
132.0,775.0,8816.0,4127.0,54.0,0.0,0
902.0,1290.0,94963.0,4126.0,149.0,3.0,0
715.0,737.0,15277.0,5188.0,108.0,0.0,0
48.0,223.0,3571.0,4125.0,,2.0,0
45.0,78.0,12680.0,4123.0,49.0,2.0,0
5.0,4.0,28.0,4123.0,51.0,0.0,0
3801.0,549.0,65989.0,4122.0,27.0,0.0,0
162.0,554.0,6919.0,4121.0,,1.0,0
118.0,167.0,8828.0,4120.0,71.0,0.0,0
259.0,71.0,20163.0,4119.0,,0.0,0
188.0,328.0,1797.0,4119.0,,2.0,0
26.0,30.0,1702.0,4118.0,20.0,0.0,0
1445.0,890.0,59946.0,4117.0,34.0,0.0,0
50.0,314.0,451.0,4117.0,15.0,4.0,0
309.0,411.0,6429.0,5185.0,86.0,0.0,0
242.0,214.0,9862.0,4115.0,,0.0,0
67.0,341.0,5837.0,4114.0,15.0,0.0,0
302.0,1518.0,10879.0,4113.0,122.0,0.0,0
236.0,1435.0,8279.0,4112.0,19.0,0.0,0
298.0,618.0,4289.0,4111.0,79.0,3.0,0
76.0,304.0,4206.0,4111.0,,0.0,0
77.0,429.0,5153.0,4110.0,23.0,0.0,0
44.0,508.0,1321.0,5181.0,24.0,0.0,0
38.0,38.0,1312.0,5178.0,,0.0,0
296.0,362.0,21646.0,5178.0,75.0,0.0,0
303.0,1413.0,44641.0,5977.0,,0.0,0
139.0,195.0,1818.0,5173.0,71.0,0.0,0
5.0,4.0,26.0,5172.0,61.0,1.0,0
225.0,197.0,14452.0,5172.0,93.0,0.0,0
179.0,402.0,4100.0,5168.0,68.0,3.0,0
215.0,665.0,2360.0,5166.0,59.0,0.0,0
1132.0,2280.0,13850.0,5166.0,57.0,0.0,0
30.0,331.0,3480.0,5161.0,136.0,2.0,0
16.0,54.0,2136.0,2801.0,,0.0,0
230.0,276.0,2861.0,5160.0,29.0,0.0,0
87.0,557.0,7676.0,2794.0,,4.0,0
1140.0,2070.0,37174.0,4107.0,,4.0,0
277.0,1348.0,1221.0,2793.0,124.0,0.0,0
87.0,116.0,2159.0,2793.0,101.0,0.0,0
11.0,80.0,234.0,4107.0,,0.0,0
20.0,49.0,1672.0,2792.0,150.0,3.0,0
37.0,304.0,408.0,4107.0,,2.0,0
70.0,218.0,4704.0,2791.0,40.0,11.0,0
11.0,25.0,6039.0,3662.0,61.0,0.0,0
86.0,137.0,76.0,2790.0,147.0,0.0,0
76.0,586.0,3580.0,2790.0,57.0,0.0,0
80.0,629.0,2218.0,2787.0,103.0,2.0,0
36.0,140.0,1211.0,2783.0,31.0,0.0,0
47.0,356.0,10018.0,2782.0,,4.0,0
20.0,122.0,786.0,2781.0,37.0,2.0,0
62.0,338.0,1716.0,2780.0,,1.0,0
611.0,1420.0,67986.0,2779.0,,3.0,0
9.0,58.0,152.0,2779.0,2.0,3.0,0
242.0,155.0,48242.0,2779.0,18.0,0.0,0
29.0,381.0,318.0,2778.0,2.0,0.0,0
31.0,136.0,1291.0,2778.0,22.0,0.0,0
589.0,771.0,16814.0,3658.0,,0.0,0
14.0,61.0,636.0,3658.0,,0.0,0
144.0,714.0,19937.0,2777.0,45.0,2.0,0
211.0,162.0,983.0,4104.0,160.0,0.0,0
504.0,2026.0,13447.0,2775.0,90.0,2.0,0
252.0,213.0,33693.0,2774.0,128.0,8.0,0
71.0,335.0,2190.0,3656.0,,0.0,0
137.0,1851.0,1591.0,2770.0,51.0,0.0,0
13.0,72.0,2097.0,2769.0,,2.0,0
18.0,119.0,17.0,2768.0,21.0,2.0,0
151.0,401.0,15781.0,2768.0,,4.0,0
17134.0,13697.0,5263.0,2764.0,84.0,0.0,0
82.0,174.0,10055.0,2763.0,137.0,2.0,0
130.0,409.0,6160.0,2763.0,31.0,2.0,0
76.0,539.0,2660.0,4102.0,,0.0,0
35.0,533.0,530.0,3654.0,,4.0,0
904.0,659.0,6401.0,4100.0,141.0,4.0,0
1378.0,1708.0,163237.0,3653.0,116.0,0.0,0
159.0,803.0,39766.0,2754.0,,2.0,0
115.0,218.0,880.0,2753.0,42.0,1.0,0
130.0,178.0,2921.0,2752.0,,2.0,0
879.0,1635.0,30242.0,2752.0,63.0,2.0,0
753.0,854.0,12568.0,4099.0,71.0,4.0,0
76.0,309.0,1289.0,2751.0,62.0,0.0,0
516.0,1134.0,1068.0,3652.0,,6.0,0
2601.0,2898.0,9965.0,2750.0,159.0,0.0,0
193.0,308.0,14447.0,2748.0,,0.0,0
3166.0,2980.0,59464.0,2747.0,156.0,0.0,0
9.0,141.0,430.0,2747.0,,4.0,0
570.0,126.0,3067.0,2747.0,,8.0,0
211.0,414.0,4784.0,4098.0,,0.0,0
236.0,1385.0,13165.0,2746.0,,0.0,0
771.0,1345.0,49294.0,5153.0,,0.0,0
6.0,50.0,392.0,2743.0,34.0,0.0,0
333.0,183.0,37520.0,4098.0,,2.0,0
207.0,1223.0,16205.0,2743.0,4.0,0.0,0
332.0,414.0,30955.0,2738.0,15.0,4.0,0
436.0,409.0,1075.0,2738.0,83.0,1.0,0
17.0,81.0,853.0,2738.0,,2.0,0
32.0,140.0,2577.0,2736.0,,0.0,0
245.0,327.0,18226.0,5152.0,41.0,0.0,0
56.0,246.0,2278.0,2735.0,19.0,0.0,0
86.0,257.0,1473.0,2735.0,96.0,4.0,0
20.0,371.0,638.0,2735.0,68.0,0.0,0
10.0,156.0,1272.0,2734.0,30.0,2.0,0
2.0,4.0,2301.0,2734.0,,0.0,0
244.0,430.0,11486.0,2733.0,,0.0,0
18.0,36.0,1988.0,2731.0,6.0,0.0,0
363.0,339.0,17585.0,4095.0,128.0,1.0,0
50.0,154.0,858.0,4095.0,5.0,0.0,0
74.0,74.0,2239.0,2730.0,17.0,0.0,0
22.0,35.0,2822.0,2729.0,156.0,0.0,0
143.0,255.0,6738.0,4095.0,61.0,8.0,0
939.0,2147.0,24870.0,2726.0,153.0,3.0,0
22.0,80.0,402.0,4095.0,29.0,0.0,0
8.0,6.0,1589.0,2725.0,,8.0,0
152.0,565.0,3028.0,2724.0,32.0,4.0,0
11.0,68.0,194.0,2723.0,15.0,0.0,0
252.0,608.0,29558.0,5150.0,,0.0,0
1022.0,650.0,37178.0,2719.0,146.0,0.0,0
82.0,234.0,4679.0,2715.0,,0.0,0
37.0,31.0,25.0,5149.0,85.0,0.0,0
34.0,60.0,571.0,2714.0,,6.0,0
22.0,116.0,314.0,4092.0,17.0,0.0,0
69.0,480.0,11652.0,2711.0,46.0,0.0,0
10.0,126.0,890.0,2711.0,160.0,0.0,0
73.0,780.0,822.0,4092.0,15.0,4.0,0
13.0,90.0,1259.0,2707.0,,0.0,0
39.0,88.0,2586.0,2706.0,,4.0,0
292.0,4998.0,5949.0,2706.0,,2.0,0
185.0,912.0,333.0,2706.0,,3.0,0
21.0,74.0,205.0,2700.0,,3.0,0
463.0,2143.0,1617.0,2698.0,,0.0,0
765.0,620.0,23994.0,4088.0,,0.0,0
18.0,413.0,725.0,2689.0,15.0,8.0,0
1019.0,888.0,33579.0,2687.0,160.0,0.0,0
36.0,70.0,10783.0,2682.0,,4.0,0
420.0,1326.0,38428.0,2682.0,90.0,1.0,0
1.0,10.0,77.0,2681.0,33.0,0.0,0
83.0,207.0,2875.0,4087.0,29.0,2.0,0
225.0,95.0,408.0,5144.0,26.0,1.0,0
1994.0,902.0,70425.0,4085.0,125.0,0.0,0
154.0,384.0,3953.0,4085.0,,0.0,0
51.0,336.0,1330.0,4085.0,,0.0,0
1.0,55.0,14.0,4085.0,,0.0,0
14.0,127.0,542.0,2669.0,44.0,0.0,0
995.0,1096.0,33429.0,5143.0,36.0,3.0,0
3.0,61.0,1799.0,2667.0,,0.0,0
423.0,329.0,5768.0,4085.0,156.0,0.0,0
61.0,173.0,14139.0,2667.0,,4.0,0
233.0,480.0,4022.0,4084.0,34.0,1.0,0
126.0,557.0,4126.0,2663.0,108.0,4.0,0
20.0,117.0,1388.0,2661.0,,0.0,0
4.0,11.0,50.0,4083.0,,1.0,0
289.0,1361.0,6785.0,2659.0,,1.0,0
19.0,207.0,475.0,4083.0,,0.0,0
205.0,237.0,52973.0,4083.0,,0.0,0
759.0,1561.0,18012.0,2657.0,128.0,0.0,0
29.0,306.0,3404.0,2653.0,,0.0,0
387.0,987.0,21833.0,2652.0,,4.0,0
170.0,523.0,959.0,2651.0,56.0,0.0,0
41.0,206.0,5556.0,2650.0,,4.0,0
791.0,701.0,207728.0,4081.0,91.0,0.0,0
11.0,33.0,323.0,2649.0,,3.0,0
334.0,927.0,1335.0,5140.0,,2.0,0
8.0,36.0,917.0,2648.0,114.0,0.0,0
10.0,202.0,168.0,2647.0,,4.0,0
1559.0,1021.0,67179.0,4080.0,151.0,1.0,0
1140.0,1447.0,13750.0,2643.0,72.0,0.0,0
9181.0,1957.0,70321.0,2643.0,,0.0,0
3.0,46.0,43.0,2643.0,,0.0,0
83.0,290.0,3516.0,2642.0,,1.0,0
552.0,542.0,68654.0,4080.0,139.0,0.0,0
16.0,48.0,1530.0,2640.0,,3.0,0
3236.0,2852.0,287739.0,2639.0,147.0,0.0,0
52.0,265.0,2723.0,2635.0,,2.0,0
15.0,220.0,293.0,2634.0,,1.0,0
55.0,339.0,1136.0,4078.0,19.0,4.0,0
94.0,456.0,12141.0,2630.0,,0.0,0
227.0,954.0,8284.0,2628.0,28.0,1.0,0
97.0,1661.0,26954.0,2628.0,140.0,1.0,0
0.0,49.0,128.0,4077.0,,0.0,0
1.0,28.0,871.0,2624.0,23.0,7.0,0
22.0,321.0,248.0,2624.0,,0.0,0
2750.0,2287.0,13488.0,2623.0,104.0,1.0,0
178.0,1321.0,5467.0,4077.0,12.0,0.0,0
482.0,1823.0,20437.0,4076.0,,0.0,0
42.0,203.0,2959.0,4076.0,,0.0,0
68.0,654.0,3505.0,2614.0,23.0,8.0,0
159.0,502.0,3695.0,4075.0,108.0,0.0,0
336.0,3082.0,3269.0,2612.0,23.0,8.0,0
573.0,368.0,47505.0,2612.0,78.0,0.0,0
582.0,706.0,67077.0,5135.0,71.0,2.0,0
24.0,94.0,17117.0,4074.0,,0.0,0
74.0,245.0,1139.0,5135.0,,0.0,0
161.0,149.0,16915.0,4074.0,156.0,2.0,0
16.0,140.0,668.0,2607.0,,0.0,0
10.0,138.0,708.0,2607.0,,5.0,0
156.0,221.0,9689.0,2606.0,160.0,0.0,0
88.0,541.0,765.0,2606.0,68.0,0.0,0
236.0,157.0,6556.0,2603.0,53.0,4.0,0
2.0,38.0,173.0,2603.0,39.0,0.0,0
4.0,51.0,1899.0,4073.0,,0.0,0
1517.0,276.0,5216.0,2601.0,117.0,2.0,0
60.0,115.0,3763.0,5133.0,,0.0,0
12.0,140.0,1200.0,2594.0,,0.0,0
99.0,1403.0,5790.0,2594.0,42.0,3.0,0
103.0,205.0,3660.0,2594.0,,4.0,0
498.0,777.0,34138.0,2594.0,155.0,0.0,0
8.0,17.0,5362.0,4072.0,,0.0,0
41.0,423.0,78.0,2594.0,136.0,0.0,0
1216.0,4980.0,85694.0,2591.0,158.0,0.0,0
28.0,166.0,36.0,2590.0,131.0,0.0,0
5263.0,4142.0,81232.0,2589.0,,0.0,0
14.0,61.0,2441.0,2588.0,,2.0,0
4.0,42.0,208.0,2588.0,,0.0,0
13.0,81.0,228.0,2587.0,,4.0,0
630.0,1761.0,28604.0,2585.0,81.0,0.0,0
51.0,198.0,2042.0,4070.0,,0.0,0
4.0,9.0,455.0,2584.0,75.0,0.0,0
20.0,67.0,5421.0,5131.0,106.0,0.0,0
99.0,549.0,19273.0,2579.0,7.0,8.0,0
45.0,79.0,2670.0,2578.0,,4.0,0
24.0,100.0,844.0,4068.0,31.0,0.0,0
192.0,1195.0,16186.0,4068.0,,0.0,0
10.0,54.0,29.0,2573.0,,0.0,0
9.0,174.0,444.0,2571.0,,0.0,0
2.0,41.0,60.0,2570.0,,2.0,0
136.0,232.0,7925.0,4067.0,62.0,0.0,0
51.0,231.0,1278.0,2562.0,,1.0,0
35.0,995.0,2730.0,2560.0,48.0,4.0,0
59.0,212.0,251.0,2560.0,,0.0,0
457.0,63.0,426.0,2559.0,33.0,0.0,0
219.0,62.0,7037.0,2559.0,105.0,2.0,0
63.0,316.0,1474.0,4066.0,26.0,1.0,0
58441.0,923.0,45627.0,2556.0,93.0,0.0,0
