followers_count,following_count,tweet_count,days_antiquity,description_length,username_digits,class
21.0,428.0,2488.0,606.0,,0.0,0
82.0,35.0,6871.0,606.0,35.0,1.0,0
9.0,77.0,98.0,605.0,,8.0,0
1.0,36.0,917.0,605.0,162.0,8.0,0
3412.0,4992.0,23312.0,603.0,44.0,8.0,0
67.0,379.0,1310.0,603.0,,0.0,0
1.0,7.0,693.0,602.0,,1.0,0
142.0,66.0,32731.0,601.0,34.0,1.0,0
4.0,4.0,2236.0,601.0,,8.0,0
0.0,34.0,153.0,600.0,1.0,4.0,0
360.0,417.0,42428.0,599.0,147.0,2.0,0
1.0,39.0,9.0,599.0,,2.0,0
16.0,46.0,488.0,599.0,133.0,8.0,0
12.0,20.0,409.0,599.0,27.0,0.0,0
359.0,2700.0,9896.0,4887.0,142.0,0.0,0
133.0,312.0,3519.0,598.0,108.0,2.0,0
137.0,152.0,6072.0,598.0,79.0,8.0,0
74.0,2253.0,88.0,598.0,78.0,1.0,0
2.0,41.0,656.0,598.0,,8.0,0
22.0,180.0,1084.0,597.0,55.0,3.0,0
6.0,126.0,453.0,597.0,,1.0,0
173.0,1137.0,6615.0,596.0,13.0,2.0,0
349.0,411.0,121980.0,596.0,30.0,2.0,0
26.0,87.0,2638.0,596.0,23.0,4.0,0
20.0,120.0,1975.0,593.0,141.0,0.0,0
1.0,6.0,32.0,593.0,23.0,2.0,0
14469.0,2106.0,9703.0,593.0,37.0,0.0,0
27.0,14.0,115.0,592.0,103.0,4.0,0
94.0,572.0,2199.0,592.0,34.0,2.0,0
147.0,802.0,7067.0,3779.0,6.0,8.0,0
1220.0,1838.0,12172.0,592.0,156.0,0.0,0
46.0,274.0,108.0,591.0,41.0,2.0,0
2150.0,578.0,751.0,590.0,130.0,2.0,0
77.0,35.0,3758.0,590.0,,8.0,0
19.0,34.0,478.0,589.0,,8.0,0
25.0,232.0,6046.0,588.0,45.0,4.0,0
997.0,502.0,14142.0,588.0,,4.0,0
162.0,1223.0,1354.0,587.0,89.0,0.0,0
27.0,406.0,5058.0,587.0,,6.0,0
252.0,1514.0,2176.0,4886.0,17.0,4.0,0
1.0,25.0,825.0,587.0,10.0,4.0,0
30.0,117.0,618.0,586.0,,0.0,0
0.0,13.0,7.0,586.0,,4.0,0
11.0,139.0,372.0,585.0,,8.0,0
16.0,203.0,3086.0,585.0,,4.0,0
1368.0,1577.0,61381.0,4886.0,,2.0,0
30.0,264.0,6211.0,584.0,126.0,0.0,0
0.0,4.0,96.0,584.0,,2.0,0
79.0,539.0,4057.0,583.0,153.0,0.0,0
694.0,4100.0,2565.0,582.0,155.0,1.0,0
5.0,33.0,899.0,582.0,,4.0,0
7.0,120.0,1119.0,579.0,89.0,5.0,0
179.0,373.0,5807.0,4885.0,72.0,0.0,0
0.0,26.0,47.0,577.0,,8.0,0
74.0,177.0,19723.0,576.0,77.0,5.0,0
2.0,55.0,403.0,576.0,40.0,4.0,0
425.0,549.0,5371.0,575.0,94.0,0.0,0
255.0,338.0,413.0,575.0,52.0,0.0,0
277.0,383.0,407.0,575.0,67.0,0.0,0
272.0,357.0,400.0,575.0,69.0,0.0,0
286.0,391.0,380.0,575.0,51.0,1.0,0
266.0,397.0,399.0,575.0,54.0,0.0,0
298.0,434.0,377.0,575.0,46.0,0.0,0
4637.0,4655.0,14457.0,575.0,142.0,4.0,0
261.0,355.0,406.0,575.0,51.0,0.0,0
79.0,337.0,9167.0,574.0,14.0,2.0,0
1.0,4.0,5.0,573.0,,8.0,0
45.0,188.0,128.0,573.0,73.0,0.0,0
7.0,88.0,539.0,573.0,8.0,3.0,0
806.0,413.0,66620.0,573.0,111.0,0.0,0
48.0,140.0,4590.0,573.0,79.0,8.0,0
9.0,187.0,558.0,572.0,20.0,2.0,0
1.0,24.0,39.0,572.0,11.0,8.0,0
189.0,395.0,1763.0,571.0,73.0,0.0,0
235.0,1338.0,3498.0,571.0,127.0,0.0,0
367.0,29.0,387.0,570.0,59.0,0.0,0
3348.0,2885.0,41340.0,568.0,156.0,1.0,0
0.0,1.0,1.0,568.0,,8.0,0
36.0,386.0,266.0,568.0,85.0,8.0,0
219.0,64.0,38753.0,567.0,75.0,2.0,0
66.0,373.0,6778.0,567.0,,4.0,0
156.0,270.0,2836.0,4884.0,,0.0,0
491.0,443.0,42043.0,566.0,46.0,0.0,0
9.0,49.0,462.0,565.0,15.0,0.0,0
1.0,24.0,417.0,565.0,20.0,1.0,0
2.0,6.0,89.0,564.0,,1.0,0
22.0,397.0,319.0,562.0,13.0,0.0,0
2.0,84.0,98.0,560.0,,8.0,0
329.0,1061.0,766.0,559.0,158.0,4.0,0
13.0,76.0,690.0,559.0,131.0,2.0,0
16.0,1.0,2797.0,559.0,,4.0,0
196.0,478.0,4946.0,559.0,8.0,6.0,0
3159.0,3426.0,98373.0,558.0,8.0,9.0,0
3.0,36.0,41.0,557.0,,2.0,0
979.0,389.0,99216.0,3777.0,83.0,4.0,0
37.0,195.0,5042.0,555.0,153.0,0.0,0
39.0,631.0,1056.0,4883.0,30.0,3.0,0
430.0,1576.0,19873.0,554.0,,8.0,0
5.0,42.0,681.0,554.0,,1.0,0
3.0,7.0,7288.0,554.0,12.0,4.0,0
4.0,36.0,3473.0,553.0,,0.0,0
7.0,26.0,672.0,553.0,,0.0,0
6.0,40.0,578.0,553.0,81.0,0.0,0
1058.0,684.0,18924.0,553.0,159.0,8.0,0
0.0,13.0,8.0,552.0,,1.0,0
9.0,211.0,624.0,552.0,20.0,2.0,0
2.0,157.0,7.0,549.0,,0.0,0
0.0,1.0,164.0,549.0,,1.0,0
166.0,2049.0,10449.0,549.0,136.0,3.0,0
2.0,84.0,160.0,548.0,64.0,8.0,0
3.0,52.0,2734.0,548.0,,8.0,0
9.0,37.0,5978.0,548.0,57.0,4.0,0
2.0,82.0,19.0,546.0,64.0,0.0,0
6.0,37.0,524.0,546.0,4.0,1.0,0
509.0,569.0,16536.0,546.0,47.0,8.0,0
160.0,119.0,16935.0,4882.0,135.0,2.0,0
23.0,170.0,1658.0,544.0,57.0,3.0,0
225.0,363.0,3379.0,544.0,15.0,1.0,0
514.0,2048.0,89027.0,4882.0,,0.0,0
0.0,10.0,42.0,544.0,,1.0,0
5.0,60.0,913.0,543.0,128.0,0.0,0
81.0,590.0,678.0,542.0,11.0,4.0,0
12.0,124.0,2667.0,542.0,4.0,8.0,0
287.0,364.0,2369.0,541.0,,8.0,0
25.0,27.0,1465.0,541.0,47.0,0.0,0
4.0,6.0,68.0,541.0,,0.0,0
2.0,51.0,522.0,540.0,73.0,0.0,0
81.0,274.0,1320.0,540.0,,4.0,0
9.0,92.0,1060.0,3775.0,19.0,1.0,0
74.0,72.0,945.0,538.0,10.0,8.0,0
1249.0,1680.0,3529.0,537.0,131.0,8.0,0
48.0,263.0,5835.0,4882.0,,0.0,0
23.0,100.0,1903.0,536.0,24.0,0.0,0
0.0,45.0,91.0,536.0,,3.0,0
22.0,124.0,2532.0,536.0,36.0,0.0,0
1.0,89.0,220.0,535.0,,0.0,0
0.0,13.0,2.0,535.0,,0.0,0
23.0,73.0,2286.0,535.0,,8.0,0
2.0,59.0,369.0,534.0,104.0,8.0,0
295.0,149.0,28301.0,532.0,50.0,8.0,0
0.0,20.0,18.0,532.0,,1.0,0
57.0,714.0,862.0,532.0,,1.0,0
0.0,11.0,1034.0,531.0,,8.0,0
47.0,553.0,1357.0,531.0,32.0,0.0,0
5.0,257.0,931.0,530.0,6.0,8.0,0
115.0,174.0,8121.0,530.0,144.0,0.0,0
0.0,28.0,45.0,529.0,25.0,0.0,0
37.0,67.0,510.0,529.0,77.0,0.0,0
32.0,181.0,3481.0,528.0,,8.0,0
5.0,8.0,1845.0,528.0,21.0,8.0,0
34.0,77.0,1276.0,528.0,16.0,0.0,0
7.0,51.0,593.0,527.0,,8.0,0
995.0,1956.0,3161.0,527.0,,8.0,0
10.0,175.0,772.0,524.0,54.0,3.0,0
2396.0,4365.0,19271.0,524.0,159.0,0.0,0
24.0,332.0,408.0,523.0,22.0,0.0,0
32.0,63.0,201.0,523.0,,1.0,0
16.0,52.0,782.0,521.0,23.0,8.0,0
230.0,74.0,38514.0,521.0,44.0,0.0,0
81.0,263.0,4635.0,3773.0,,4.0,0
91.0,321.0,7130.0,521.0,6.0,8.0,0
42.0,5.0,5124.0,520.0,,0.0,0
3658.0,972.0,39107.0,3772.0,91.0,0.0,0
54.0,237.0,977.0,520.0,,8.0,0
15.0,90.0,2652.0,519.0,,0.0,0
238.0,175.0,14043.0,519.0,159.0,2.0,0
47.0,29.0,736.0,518.0,7.0,0.0,0
0.0,19.0,52.0,518.0,49.0,4.0,0
7060.0,5638.0,71631.0,517.0,157.0,0.0,0
3.0,71.0,412.0,517.0,,8.0,0
56.0,378.0,303.0,516.0,120.0,0.0,0
1206.0,3081.0,89892.0,5587.0,109.0,0.0,0
47.0,189.0,1741.0,515.0,,0.0,0
4.0,96.0,740.0,515.0,,4.0,0
3.0,184.0,69.0,514.0,28.0,0.0,0
61.0,139.0,2496.0,514.0,110.0,0.0,0
26.0,249.0,148.0,514.0,,8.0,0
1511.0,467.0,34759.0,514.0,37.0,6.0,0
0.0,1.0,59.0,514.0,5.0,6.0,0
10.0,114.0,1179.0,514.0,,1.0,0
0.0,5.0,4.0,513.0,66.0,0.0,0
6.0,20.0,1865.0,513.0,58.0,2.0,0
73.0,632.0,4684.0,3772.0,24.0,0.0,0
4.0,42.0,43.0,513.0,,0.0,0
1159.0,1552.0,30650.0,4879.0,31.0,2.0,0
4.0,31.0,812.0,512.0,,4.0,0
2.0,15.0,317.0,512.0,,8.0,0
4.0,43.0,382.0,511.0,35.0,2.0,0
0.0,19.0,57.0,509.0,,2.0,0
3.0,13.0,193.0,509.0,,1.0,0
93.0,395.0,8010.0,3771.0,,4.0,0
0.0,15.0,57.0,508.0,,0.0,0
13.0,254.0,776.0,508.0,,8.0,0
9.0,9.0,6428.0,507.0,,0.0,0
6252.0,606.0,178.0,506.0,37.0,0.0,0
132.0,205.0,29464.0,506.0,148.0,8.0,0
2.0,21.0,736.0,506.0,48.0,1.0,0
33.0,76.0,2128.0,506.0,28.0,4.0,0
31.0,161.0,495.0,506.0,,2.0,0
15.0,105.0,290.0,502.0,24.0,8.0,0
14.0,486.0,863.0,502.0,72.0,4.0,0
594.0,1270.0,41328.0,502.0,13.0,0.0,0
39.0,117.0,9370.0,501.0,,0.0,0
28.0,228.0,1850.0,501.0,116.0,8.0,0
0.0,41.0,408.0,500.0,52.0,1.0,0
24.0,204.0,2332.0,498.0,,8.0,0
0.0,84.0,51.0,498.0,59.0,8.0,0
30.0,55.0,1359.0,497.0,96.0,0.0,0
402.0,642.0,23370.0,496.0,120.0,8.0,0
2.0,138.0,54.0,495.0,11.0,0.0,0
41.0,444.0,3597.0,495.0,33.0,0.0,0
167.0,543.0,4877.0,494.0,,8.0,0
12.0,22.0,413.0,494.0,,0.0,0
35.0,501.0,4455.0,494.0,57.0,4.0,0
6.0,199.0,41.0,494.0,11.0,6.0,0
17.0,15.0,1339.0,493.0,,1.0,0
220.0,967.0,2778.0,3769.0,123.0,0.0,0
20.0,320.0,772.0,492.0,,8.0,0
49.0,573.0,3479.0,492.0,,3.0,0
388.0,1370.0,21719.0,491.0,36.0,1.0,0
0.0,45.0,629.0,491.0,,0.0,0
31.0,24.0,901.0,490.0,,4.0,0
13.0,60.0,1867.0,490.0,,8.0,0
15.0,47.0,844.0,490.0,,0.0,0
77.0,377.0,6079.0,4877.0,113.0,2.0,0
2.0,21.0,258.0,489.0,,8.0,0
65.0,405.0,3631.0,489.0,117.0,2.0,0
6.0,50.0,672.0,489.0,,2.0,0
6.0,119.0,660.0,488.0,23.0,8.0,0
31.0,141.0,6806.0,488.0,14.0,2.0,0
303.0,227.0,11003.0,488.0,3.0,0.0,0
2.0,44.0,1195.0,488.0,,3.0,0
8.0,139.0,717.0,488.0,,8.0,0
30.0,126.0,904.0,488.0,2.0,1.0,0
5.0,49.0,96.0,487.0,115.0,2.0,0
71.0,235.0,4095.0,487.0,119.0,3.0,0
2.0,75.0,127.0,487.0,22.0,8.0,0
791.0,824.0,48539.0,487.0,101.0,2.0,0
15.0,166.0,182.0,487.0,10.0,8.0,0
28.0,70.0,731.0,487.0,,8.0,0
1.0,14.0,610.0,487.0,,4.0,0
5.0,32.0,216.0,487.0,,8.0,0
0.0,93.0,33.0,486.0,108.0,0.0,0
3.0,17.0,74.0,486.0,,2.0,0
0.0,6.0,4.0,486.0,43.0,1.0,0
325.0,348.0,11849.0,3768.0,72.0,0.0,0
2.0,29.0,261.0,485.0,,8.0,0
15.0,60.0,821.0,484.0,121.0,0.0,0
0.0,24.0,31.0,484.0,13.0,4.0,0
74.0,528.0,307.0,484.0,,1.0,0
18.0,99.0,303.0,483.0,,0.0,0
15.0,545.0,1584.0,483.0,3.0,4.0,0
2.0,36.0,283.0,483.0,,1.0,0
0.0,3.0,3.0,483.0,,0.0,0
5.0,147.0,1362.0,483.0,,2.0,0
0.0,1.0,56.0,483.0,,0.0,0
97.0,516.0,2000.0,482.0,,0.0,0
0.0,0.0,8.0,482.0,,6.0,0
0.0,23.0,460.0,482.0,,8.0,0
9.0,58.0,2416.0,482.0,,0.0,0
1.0,22.0,19.0,481.0,17.0,2.0,0
14.0,206.0,872.0,481.0,38.0,4.0,0
27.0,69.0,2139.0,481.0,,0.0,0
9.0,78.0,1153.0,481.0,,0.0,0
26.0,107.0,722.0,481.0,38.0,0.0,0
0.0,14.0,21.0,481.0,,1.0,0
0.0,9.0,75.0,480.0,,2.0,0
1.0,33.0,26.0,480.0,,8.0,0
0.0,9.0,12.0,480.0,,8.0,0
0.0,6.0,738.0,480.0,,8.0,0
37.0,52.0,11150.0,480.0,,8.0,0
222.0,565.0,18571.0,479.0,35.0,8.0,0
0.0,27.0,22.0,479.0,13.0,0.0,0
32.0,116.0,760.0,479.0,,1.0,0
199.0,1098.0,6097.0,479.0,119.0,8.0,0
2.0,15.0,272.0,479.0,7.0,8.0,0
9.0,207.0,592.0,479.0,151.0,0.0,0
1.0,27.0,163.0,478.0,74.0,0.0,0
260.0,671.0,15410.0,478.0,23.0,4.0,0
36.0,66.0,122.0,478.0,,2.0,0
0.0,5.0,170.0,478.0,12.0,2.0,0
3.0,78.0,22.0,478.0,,8.0,0
35.0,206.0,2765.0,478.0,20.0,3.0,0
12.0,135.0,761.0,477.0,,2.0,0
47.0,274.0,1953.0,477.0,36.0,1.0,0
1.0,15.0,298.0,476.0,,8.0,0
1.0,109.0,531.0,476.0,9.0,8.0,0
12.0,39.0,1110.0,476.0,,8.0,0
0.0,51.0,47.0,476.0,9.0,0.0,0
5.0,76.0,908.0,476.0,,0.0,0
2.0,40.0,112.0,476.0,11.0,0.0,0
128.0,427.0,1086.0,475.0,57.0,0.0,0
3.0,33.0,1208.0,475.0,,2.0,0
133.0,616.0,732.0,3766.0,80.0,0.0,0
5.0,32.0,578.0,474.0,,3.0,0
20.0,126.0,165.0,474.0,130.0,4.0,0
993.0,821.0,304781.0,4875.0,79.0,0.0,0
0.0,79.0,29.0,473.0,,0.0,0
4.0,59.0,220.0,473.0,8.0,4.0,0
13.0,83.0,528.0,472.0,,2.0,0
190.0,878.0,12663.0,4875.0,138.0,0.0,0
61.0,65.0,6438.0,472.0,,4.0,0
0.0,4.0,131.0,471.0,6.0,0.0,0
0.0,64.0,286.0,470.0,11.0,1.0,0
9.0,39.0,610.0,470.0,7.0,0.0,0
17.0,45.0,2657.0,470.0,51.0,0.0,0
302.0,141.0,36772.0,3766.0,57.0,0.0,0
1.0,40.0,190.0,469.0,12.0,0.0,0
2.0,129.0,253.0,468.0,,0.0,0
5.0,8.0,175.0,468.0,18.0,2.0,0
0.0,37.0,124.0,467.0,,4.0,0
5.0,47.0,78.0,466.0,,6.0,0
223.0,280.0,3117.0,466.0,150.0,0.0,0
2.0,9.0,421.0,465.0,25.0,8.0,0
204.0,1231.0,9393.0,465.0,9.0,8.0,0
0.0,69.0,409.0,465.0,,2.0,0
1.0,43.0,19.0,464.0,,8.0,0
30.0,69.0,6957.0,463.0,5.0,0.0,0
0.0,23.0,319.0,462.0,6.0,8.0,0
205.0,1638.0,1877.0,4874.0,54.0,0.0,0
849.0,1227.0,13947.0,4874.0,123.0,2.0,0
178.0,372.0,9052.0,461.0,15.0,8.0,0
18.0,46.0,1026.0,459.0,2.0,5.0,0
55.0,227.0,3349.0,459.0,41.0,3.0,0
32.0,103.0,309.0,458.0,,0.0,0
4.0,34.0,770.0,458.0,,0.0,0
5.0,292.0,1287.0,457.0,,8.0,0
3.0,14.0,29.0,457.0,3.0,0.0,0
2.0,16.0,45.0,457.0,,0.0,0
20.0,181.0,1524.0,457.0,,6.0,0
14.0,60.0,2504.0,456.0,13.0,8.0,0
28.0,130.0,1481.0,455.0,,1.0,0
2.0,14.0,89.0,455.0,,2.0,0
3.0,15.0,609.0,454.0,,8.0,0
877.0,2425.0,26817.0,454.0,102.0,8.0,0
65.0,184.0,6875.0,454.0,13.0,0.0,0
3.0,134.0,139.0,454.0,,5.0,0
4.0,22.0,135.0,452.0,,1.0,0
2.0,70.0,114.0,448.0,14.0,1.0,0
58.0,150.0,135.0,447.0,,2.0,0
2.0,4.0,1658.0,447.0,14.0,8.0,0
1.0,93.0,72.0,445.0,45.0,6.0,0
2.0,31.0,76.0,445.0,,1.0,0
4.0,65.0,228.0,445.0,,8.0,0
17.0,214.0,1822.0,444.0,,2.0,0
11.0,52.0,813.0,443.0,10.0,0.0,0
67.0,118.0,5877.0,443.0,34.0,1.0,0
1.0,90.0,46.0,442.0,17.0,8.0,0
13.0,38.0,2882.0,441.0,,0.0,0
6.0,233.0,1532.0,441.0,20.0,1.0,0
87.0,244.0,955.0,3761.0,79.0,0.0,0
729.0,1598.0,24160.0,4872.0,116.0,0.0,0
24.0,73.0,1183.0,439.0,,8.0,0
184.0,981.0,6884.0,439.0,38.0,1.0,0
13.0,60.0,271.0,438.0,,0.0,0
3664.0,5005.0,41845.0,438.0,26.0,2.0,0
36.0,13.0,2540.0,437.0,6.0,0.0,0
101.0,418.0,943.0,437.0,8.0,2.0,0
130.0,235.0,21744.0,435.0,94.0,0.0,0
88.0,341.0,1177.0,4871.0,63.0,0.0,0
22876.0,356.0,20966.0,4871.0,155.0,0.0,0
10.0,309.0,142.0,432.0,35.0,0.0,0
19.0,360.0,4043.0,431.0,10.0,1.0,0
33.0,156.0,297.0,431.0,124.0,3.0,0
509.0,1521.0,12686.0,430.0,19.0,0.0,0
36.0,108.0,6727.0,429.0,20.0,9.0,0
36.0,78.0,1992.0,3760.0,,0.0,0
216.0,1620.0,202.0,429.0,19.0,1.0,0
0.0,15.0,53.0,429.0,,8.0,0
0.0,15.0,11.0,428.0,42.0,8.0,0
1.0,20.0,394.0,428.0,35.0,1.0,0
39.0,236.0,1129.0,428.0,1.0,8.0,0
0.0,11.0,53.0,427.0,,0.0,0
1.0,20.0,72.0,427.0,41.0,0.0,0
30.0,532.0,1901.0,425.0,33.0,0.0,0
7.0,315.0,295.0,425.0,116.0,8.0,0
19.0,53.0,196.0,425.0,18.0,8.0,0
135.0,496.0,27601.0,425.0,46.0,1.0,0
11.0,13.0,297.0,424.0,2.0,1.0,0
2.0,12.0,916.0,424.0,9.0,1.0,0
3.0,32.0,198.0,424.0,126.0,0.0,0
7.0,14.0,1410.0,424.0,6.0,0.0,0
21.0,82.0,2786.0,424.0,,1.0,0
129.0,206.0,4951.0,423.0,51.0,5.0,0
41.0,310.0,1765.0,423.0,,0.0,0
1.0,52.0,230.0,423.0,,1.0,0
53.0,356.0,676.0,422.0,76.0,0.0,0
10.0,30.0,519.0,422.0,108.0,0.0,0
300.0,1397.0,14934.0,4870.0,23.0,3.0,0
1421.0,1130.0,7818.0,420.0,156.0,1.0,0
5.0,63.0,71.0,3758.0,,2.0,0
106.0,89.0,2537.0,4870.0,62.0,0.0,0
2.0,45.0,231.0,419.0,,1.0,0
140.0,1384.0,17156.0,418.0,1.0,2.0,0
11.0,16.0,1878.0,418.0,,0.0,0
6.0,16.0,455.0,417.0,37.0,0.0,0
1.0,46.0,45.0,417.0,,2.0,0
0.0,207.0,726.0,417.0,,1.0,0
29.0,42.0,1350.0,417.0,,8.0,0
52.0,203.0,12511.0,417.0,9.0,0.0,0
2474.0,2331.0,7533.0,417.0,142.0,0.0,0
6.0,100.0,2669.0,416.0,,5.0,0
10.0,12.0,1904.0,4869.0,,0.0,0
14.0,30.0,1986.0,415.0,,2.0,0
0.0,14.0,5.0,415.0,,3.0,0
21.0,39.0,3598.0,4869.0,,4.0,0
1013.0,645.0,1531.0,414.0,74.0,0.0,0
923.0,597.0,434.0,414.0,107.0,0.0,0
18.0,77.0,3343.0,414.0,70.0,0.0,0
0.0,16.0,203.0,413.0,,2.0,0
1906.0,2271.0,30613.0,411.0,135.0,1.0,0
3.0,62.0,70.0,411.0,,1.0,0
0.0,13.0,566.0,411.0,,8.0,0
37.0,242.0,218.0,411.0,24.0,8.0,0
86.0,249.0,147.0,4869.0,,0.0,0
208.0,258.0,15273.0,4869.0,76.0,2.0,0
0.0,27.0,73.0,410.0,,0.0,0
3.0,99.0,748.0,410.0,,0.0,0
6.0,199.0,27.0,409.0,,0.0,0
130.0,1509.0,72.0,409.0,,8.0,0
144.0,73.0,17639.0,408.0,,0.0,0
2.0,31.0,173.0,406.0,,8.0,0
10.0,39.0,1413.0,406.0,,8.0,0
8.0,37.0,170.0,406.0,,8.0,0
1.0,141.0,1660.0,405.0,,0.0,0
28.0,162.0,3944.0,403.0,7.0,4.0,0
50.0,76.0,6048.0,403.0,,2.0,0
43.0,155.0,1537.0,4868.0,,0.0,0
10.0,22.0,280.0,402.0,,8.0,0
14.0,256.0,4465.0,401.0,,2.0,0
253.0,381.0,1278.0,401.0,,8.0,0
13.0,312.0,671.0,400.0,,0.0,0
0.0,21.0,7.0,400.0,,2.0,0
302.0,302.0,8821.0,398.0,,0.0,0
8.0,114.0,1460.0,398.0,,4.0,0
62.0,347.0,6056.0,397.0,,1.0,0
517.0,1617.0,39656.0,397.0,,0.0,0
514.0,932.0,15037.0,4868.0,79.0,2.0,0
6.0,43.0,119.0,397.0,,2.0,0
12.0,264.0,1610.0,395.0,39.0,1.0,0
3.0,231.0,407.0,395.0,40.0,0.0,0
6.0,6.0,301.0,395.0,,8.0,0
21.0,147.0,3897.0,394.0,111.0,8.0,0
253.0,510.0,3054.0,394.0,57.0,8.0,0
15.0,153.0,1011.0,394.0,,0.0,0
1.0,9.0,590.0,393.0,,8.0,0
221.0,708.0,12659.0,4867.0,81.0,0.0,0
271.0,798.0,28364.0,4867.0,130.0,0.0,0
37.0,331.0,11.0,392.0,,0.0,0
3.0,10.0,126.0,390.0,,8.0,0
241.0,575.0,11977.0,389.0,42.0,1.0,0
6.0,233.0,471.0,389.0,17.0,8.0,0
1.0,56.0,588.0,389.0,,0.0,0
65.0,712.0,1884.0,388.0,,0.0,0
16.0,103.0,550.0,388.0,,0.0,0
6.0,78.0,543.0,388.0,,0.0,0
55.0,126.0,3924.0,388.0,87.0,1.0,0
2.0,59.0,228.0,388.0,,1.0,0
362.0,556.0,3148.0,3753.0,79.0,0.0,0
912.0,1295.0,2299.0,386.0,113.0,4.0,0
52.0,871.0,4155.0,385.0,,2.0,0
33.0,164.0,716.0,384.0,,8.0,0
766.0,4991.0,5618.0,384.0,48.0,0.0,0
10.0,86.0,1453.0,384.0,,2.0,0
709.0,4666.0,48800.0,4866.0,,0.0,0
1.0,6.0,518.0,381.0,19.0,8.0,0
1.0,46.0,248.0,381.0,,0.0,0
42.0,128.0,7866.0,380.0,,0.0,0
4.0,66.0,2457.0,380.0,,8.0,0
1339.0,4840.0,1276.0,379.0,127.0,0.0,0
3.0,52.0,199.0,379.0,,3.0,0
19.0,176.0,4192.0,378.0,,8.0,0
8.0,33.0,1541.0,378.0,,2.0,0
1.0,5.0,87.0,378.0,59.0,0.0,0
0.0,17.0,648.0,376.0,,2.0,0
0.0,24.0,217.0,376.0,,1.0,0
4.0,8.0,400.0,375.0,,8.0,0
599.0,1270.0,36196.0,375.0,153.0,8.0,0
2.0,99.0,62.0,375.0,,4.0,0
35.0,126.0,9528.0,375.0,,0.0,0
4.0,78.0,383.0,374.0,17.0,0.0,0
73.0,217.0,6354.0,374.0,,8.0,0
54.0,136.0,1825.0,4865.0,38.0,0.0,0
0.0,28.0,130.0,374.0,,2.0,0
2.0,19.0,337.0,374.0,,4.0,0
31.0,272.0,359.0,373.0,149.0,1.0,0
0.0,43.0,147.0,373.0,4.0,0.0,0
87.0,456.0,8408.0,371.0,,5.0,0
38.0,977.0,2144.0,371.0,8.0,8.0,0
1.0,163.0,293.0,371.0,23.0,1.0,0
122.0,267.0,24034.0,370.0,34.0,0.0,0
6.0,3.0,330.0,369.0,,2.0,0
4.0,54.0,124.0,368.0,,1.0,0
7.0,70.0,3559.0,368.0,,0.0,0
161.0,1051.0,8735.0,368.0,14.0,3.0,0
3.0,13.0,9259.0,368.0,,8.0,0
11.0,25.0,307.0,367.0,39.0,0.0,0
10.0,24.0,204.0,366.0,,0.0,0
3.0,78.0,359.0,366.0,,0.0,0
181.0,528.0,13445.0,366.0,,2.0,0
152.0,853.0,8894.0,4864.0,45.0,4.0,0
1.0,39.0,93.0,365.0,,0.0,0
624.0,595.0,2727.0,364.0,55.0,0.0,0
3.0,153.0,1459.0,363.0,,2.0,0
147.0,2308.0,6317.0,361.0,23.0,4.0,0
1.0,10.0,37.0,361.0,,0.0,0
0.0,118.0,6550.0,360.0,,1.0,0
1.0,21.0,19.0,360.0,,1.0,0
112.0,32.0,1178.0,3749.0,55.0,0.0,0
12.0,14.0,328.0,358.0,51.0,2.0,0
7.0,70.0,1254.0,356.0,78.0,4.0,0
10.0,163.0,190.0,356.0,38.0,2.0,0
571.0,153.0,26043.0,4863.0,105.0,0.0,0
8.0,25.0,7572.0,355.0,,0.0,0
1197.0,2982.0,64100.0,4863.0,155.0,4.0,0
6.0,91.0,646.0,355.0,,0.0,0
2.0,215.0,490.0,353.0,58.0,4.0,0
47.0,26.0,1790.0,353.0,,0.0,0
1.0,47.0,489.0,352.0,,8.0,0
5.0,84.0,262.0,352.0,28.0,8.0,0
57.0,402.0,10214.0,351.0,107.0,2.0,0
0.0,41.0,96.0,350.0,,8.0,0
50.0,344.0,58.0,350.0,,1.0,0
25.0,285.0,841.0,350.0,,0.0,0
3.0,2.0,59.0,349.0,,8.0,0
368.0,498.0,3727.0,3748.0,,2.0,0
2.0,125.0,559.0,349.0,23.0,0.0,0
0.0,15.0,364.0,349.0,,2.0,0
2.0,9.0,2277.0,348.0,,4.0,0
1.0,53.0,34.0,348.0,,1.0,0
2.0,16.0,374.0,348.0,,0.0,0
3.0,127.0,404.0,348.0,11.0,2.0,0
18.0,122.0,1236.0,348.0,116.0,8.0,0
3.0,82.0,823.0,348.0,,2.0,0
143.0,183.0,14047.0,347.0,86.0,1.0,0
6.0,19.0,1200.0,347.0,,0.0,0
16.0,81.0,5637.0,347.0,23.0,1.0,0
84.0,199.0,6785.0,347.0,133.0,2.0,0
13.0,175.0,1711.0,347.0,,2.0,0
0.0,49.0,207.0,347.0,,4.0,0
13.0,29.0,11110.0,346.0,98.0,8.0,0
87.0,770.0,6385.0,346.0,,8.0,0
74.0,551.0,2945.0,346.0,160.0,0.0,0
6.0,181.0,1409.0,346.0,,1.0,0
7.0,131.0,273.0,346.0,,0.0,0
4.0,112.0,339.0,346.0,,1.0,0
5.0,22.0,105.0,346.0,,8.0,0
0.0,16.0,16.0,345.0,,2.0,0
0.0,8.0,137.0,345.0,,2.0,0
8.0,3.0,1394.0,345.0,,8.0,0
6.0,100.0,914.0,345.0,,2.0,0
